Time,ax,ay,az,gx,gy,gz,mx,my,mz
41.56594705581665,-0.73,-0.56,0.39,0.0,0.37,-1.52,39.76,34.36,6.9
41.61802101135254,-0.73,-0.55,0.41,0.0,0.43,-1.52,39.16,35.26,4.95
41.669872999191284,-0.72,-0.56,0.4,0.06,0.67,-1.65,38.56,35.26,6.45
41.72189402580261,-0.72,-0.56,0.4,0.12,0.73,-1.71,39.46,35.71,6.15
41.77439308166504,-0.72,-0.55,0.4,0.06,0.55,-1.83,38.71,33.91,5.1
41.82615804672241,-0.72,-0.56,0.4,0.06,0.3,-1.71,39.01,35.11,7.65
41.87842106819153,-0.71,-0.56,0.4,0.0,0.0,-1.46,39.91,34.81,6.75
41.93138003349304,-0.71,-0.56,0.4,-0.06,-0.12,-1.4,39.61,35.56,7.5
41.98386597633362,-0.72,-0.57,0.4,0.0,0.12,-1.28,37.81,34.81,7.5
42.036498069763184,-0.73,-0.55,0.41,-0.06,-0.24,-1.1,40.81,35.11,6.6
42.08852696418762,-0.72,-0.57,0.4,0.06,0.12,-1.16,38.71,34.66,6.9
42.141315937042236,-0.73,-0.56,0.41,-0.06,0.12,-1.04,39.16,35.26,5.7
42.193305015563965,-0.71,-0.56,0.4,0.0,0.49,-1.04,41.26,34.66,5.55
42.24605703353882,-0.71,-0.57,0.4,0.0,0.79,-1.04,39.61,35.26,7.05
42.29941487312317,-0.71,-0.55,0.39,-0.06,0.79,-1.04,38.86,35.26,6.0
42.352133989334106,-0.72,-0.56,0.39,0.0,0.49,-0.98,39.16,34.51,6.75
42.40441107749939,-0.73,-0.56,0.4,0.0,0.0,-0.85,40.06,34.66,5.55
42.45627403259277,-0.73,-0.56,0.38,-0.06,-0.67,-0.98,40.36,35.56,7.5
42.508633852005005,-0.73,-0.56,0.41,-0.06,-0.85,-1.16,38.26,35.71,5.85
42.56127905845642,-0.72,-0.56,0.4,-0.12,-0.61,-1.34,39.76,34.66,6.9
42.61320900917053,-0.72,-0.56,0.4,-0.06,-0.79,-1.46,38.86,36.01,7.05
42.66647386550903,-0.72,-0.56,0.4,-0.06,-0.73,-1.46,38.26,34.66,6.15
42.71837091445923,-0.72,-0.57,0.4,0.0,-0.24,-1.59,39.46,35.41,6.9
42.770477056503296,-0.72,-0.55,0.4,0.0,0.0,-1.4,39.61,33.76,7.8
42.82317900657654,-0.71,-0.56,0.41,0.06,0.67,-1.52,38.71,34.66,6.15
42.87527108192444,-0.72,-0.56,0.42,0.06,1.4,-1.71,38.86,35.26,6.45
42.927217960357666,-0.72,-0.56,0.4,0.0,1.65,-1.71,39.91,35.26,4.65
42.979063987731934,-0.72,-0.57,0.4,0.12,1.46,-1.65,39.46,34.36,7.2
43.03147506713867,-0.73,-0.56,0.4,0.06,0.79,-1.46,38.56,35.56,6.75
